timestamp,price
1632268800000,1.5636585859186016
1632355200000,1.8326809567889295
1632441600000,2.0072816706643892
1632528000000,1.7841470647366888
1632614400000,1.7398496773000873
1632700800000,1.7489669422036225
1632787200000,1.6768071681450405
1632873600000,1.5556655562444215
1632960000000,1.599053108063542
1633046400000,1.6229051458968469
1633132800000,1.7738453381419754
1633219200000,1.772429423768753
1633305600000,1.9917270095790247
1633392000000,1.9439770008168142
1633478400000,1.9607068601385544
1633564800000,1.8210044653455542
1633651200000,1.8828758828148244
1633737600000,1.891317679384038
1633824000000,1.891656942377647
1633910400000,1.7704492647893555
1633996800000,1.7098887994129977
1634083200000,1.7432668280438786
1634169600000,1.8386353521530574
1634256000000,1.8089640074630982
1634342400000,1.761065180736416
1634428800000,1.8046819560051293
1634515200000,1.767399392613059
1634601600000,1.7298824532867105
1634688000000,1.7131232462413808
1634774400000,1.7932617954117216
1634860800000,1.788795619349514
1634947200000,1.863258388519862
1635033600000,1.9143629803069742
1635120000000,1.8238803689242644
1635206400000,2.059424169160831
1635292800000,2.0093158151977204
1635379200000,1.796290928374214
1635465600000,1.848643182497066
1635552000000,1.8740573182014362
1635638400000,1.8173724210951259
1635724800000,1.8269917900985189
1635811200000,1.8353566852691132
1635897600000,1.8654251023908264
1635984000000,1.927826992117553
1636070400000,1.8623242764896868
1636156800000,1.8529335619312477
1636243200000,1.8385060628253105
1636329600000,1.870505612705967
1636416000000,2.053339951344774
1636502400000,1.9501519368374467
1636588800000,1.9343919067035515
1636675200000,2.042873082918652
1636761600000,2.1482058287447625
1636848000000,2.090558009193794
1636934400000,1.9881312296923226
1637020800000,1.9016175442555505
1637107200000,1.7361305296778238
1637193600000,1.6594150242395653
1637280000000,1.826594019685735
1637366400000,1.88993028229941
1637452800000,1.8437725633143072
1637539200000,1.8508326714569336
1637625600000,1.7407600753427708
1637712000000,1.8376140458022185
1637798400000,1.7445995612557301
1637884800000,1.8171741287067285
1637971200000,1.6015313456621403
1638057600000,1.6672109506926702
1638144000000,1.7037554792337868
1638230400000,1.7822417769976253
1638316800000,1.8140513721837646
1638403200000,1.9622692633616943
1638489600000,1.8873180480096017
1638576000000,1.7551941714039472
1638662400000,1.648201603008616
1638748800000,1.7468621469054944
1638835200000,1.7913241969870008
1638921600000,1.6895721405522697
1639008000000,1.6863736481839608
1639094400000,1.554382649162362
1639180800000,1.4619359615825194
1639267200000,1.5236440249440373
1639353600000,1.5399852341737232
